X,CH1
-6.76e-04,8.40e-01
-6.72e-04,8.80e-01
-6.68e-04,8.20e-01
-6.64e-04,8.00e-01
-6.60e-04,8.20e-01
-6.56e-04,8.00e-01
-6.52e-04,7.80e-01
-6.48e-04,7.60e-01
-6.44e-04,7.40e-01
-6.40e-04,7.40e-01
-6.36e-04,7.20e-01
-6.32e-04,7.20e-01
-6.28e-04,6.80e-01
-6.24e-04,6.80e-01
-6.20e-04,6.80e-01
-6.16e-04,6.40e-01
-6.12e-04,6.20e-01
-6.08e-04,6.00e-01
-6.04e-04,6.00e-01
-6.00e-04,5.40e-01
-5.96e-04,5.20e-01
-5.92e-04,5.20e-01
-5.88e-04,4.60e-01
-5.84e-04,4.60e-01
-5.80e-04,4.40e-01
-5.76e-04,4.00e-01
-5.72e-04,3.80e-01
-5.68e-04,3.60e-01
-5.64e-04,3.20e-01
-5.60e-04,3.40e-01
-5.56e-04,3.00e-01
-5.52e-04,3.00e-01
-5.48e-04,2.40e-01
-5.44e-04,2.40e-01
-5.40e-04,1.80e-01
-5.36e-04,1.60e-01
-5.32e-04,1.40e-01
-5.28e-04,1.40e-01
-5.24e-04,1.00e-01
-5.20e-04,7.99e-02
-5.16e-04,6.00e-02
-5.12e-04,0.00e+00
-5.08e-04,2.00e-02
-5.04e-04,-4.00e-02
-5.00e-04,-2.00e-02
-4.96e-04,-6.00e-02
-4.92e-04,-1.20e-01
-4.88e-04,-1.20e-01
-4.84e-04,-1.20e-01
-4.80e-04,-1.60e-01
-4.76e-04,-1.80e-01
-4.72e-04,-2.40e-01
-4.68e-04,-2.00e-01
-4.64e-04,-2.40e-01
-4.60e-04,-2.80e-01
-4.56e-04,-3.00e-01
-4.52e-04,-3.40e-01
-4.48e-04,-3.40e-01
-4.44e-04,-3.60e-01
-4.40e-04,-3.80e-01
-4.36e-04,-4.40e-01
-4.32e-04,-4.80e-01
-4.28e-04,-4.60e-01
-4.24e-04,-4.80e-01
-4.20e-04,-5.40e-01
-4.16e-04,-5.60e-01
-4.12e-04,-5.60e-01
-4.08e-04,-5.60e-01
-4.04e-04,-6.00e-01
-4.00e-04,-6.20e-01
-3.96e-04,-6.20e-01
-3.92e-04,-6.60e-01
-3.88e-04,-7.00e-01
-3.84e-04,-7.20e-01
-3.80e-04,-7.00e-01
-3.76e-04,-7.40e-01
-3.72e-04,-7.40e-01
-3.68e-04,-7.40e-01
-3.64e-04,-8.00e-01
-3.60e-04,-7.60e-01
-3.56e-04,-8.20e-01
-3.52e-04,-8.40e-01
-3.48e-04,-8.40e-01
-3.44e-04,-8.40e-01
-3.40e-04,-8.60e-01
-3.36e-04,-8.60e-01
-3.32e-04,-9.00e-01
-3.28e-04,-8.60e-01
-3.24e-04,-9.00e-01
-3.20e-04,-9.20e-01
-3.16e-04,-9.00e-01
-3.12e-04,-9.40e-01
-3.08e-04,-9.60e-01
-3.04e-04,-9.60e-01
-3.00e-04,-9.60e-01
-2.96e-04,-9.60e-01
-2.92e-04,-1.00e+00
-2.88e-04,-9.60e-01
-2.84e-04,-1.00e+00
-2.80e-04,-9.80e-01
-2.76e-04,-9.60e-01
-2.72e-04,-9.80e-01
-2.68e-04,-9.60e-01
-2.64e-04,-9.60e-01
-2.60e-04,-1.00e+00
-2.56e-04,-9.80e-01
-2.52e-04,-1.00e+00
-2.48e-04,-9.60e-01
-2.44e-04,-1.02e+00
-2.40e-04,-1.00e+00
-2.36e-04,-9.60e-01
-2.32e-04,-9.40e-01
-2.28e-04,-9.80e-01
-2.24e-04,-9.40e-01
-2.20e-04,-9.80e-01
-2.16e-04,-9.40e-01
-2.12e-04,-9.00e-01
-2.08e-04,-9.60e-01
-2.04e-04,-9.60e-01
-2.00e-04,-9.20e-01
-1.96e-04,-9.40e-01
-1.92e-04,-9.00e-01
-1.88e-04,-9.20e-01
-1.84e-04,-9.00e-01
-1.80e-04,-9.20e-01
-1.76e-04,-9.00e-01
-1.72e-04,-8.40e-01
-1.68e-04,-8.80e-01
-1.64e-04,-8.80e-01
-1.60e-04,-8.00e-01
-1.56e-04,-8.20e-01
-1.52e-04,-7.80e-01
-1.48e-04,-7.40e-01
-1.44e-04,-7.60e-01
-1.40e-04,-7.40e-01
-1.36e-04,-7.40e-01
-1.32e-04,-6.80e-01
-1.28e-04,-7.20e-01
-1.24e-04,-6.80e-01
-1.20e-04,-6.40e-01
-1.16e-04,-6.40e-01
-1.12e-04,-6.00e-01
-1.08e-04,-6.00e-01
-1.04e-04,-5.80e-01
-1.00e-04,-5.60e-01
-9.60e-05,-5.40e-01
-9.20e-05,-5.00e-01
-8.80e-05,-5.00e-01
-8.40e-05,-4.80e-01
-8.00e-05,-4.20e-01
-7.60e-05,-4.20e-01
-7.20e-05,-4.00e-01
-6.80e-05,-3.40e-01
-6.40e-05,-3.60e-01
-6.00e-05,-3.40e-01
-5.60e-05,-2.60e-01
-5.20e-05,-2.80e-01
-4.80e-05,-2.40e-01
-4.40e-05,-2.40e-01
-4.00e-05,-2.00e-01
-3.60e-05,-1.80e-01
-3.20e-05,-1.40e-01
-2.80e-05,-1.40e-01
-2.40e-05,-1.00e-01
-2.00e-05,-7.99e-02
-1.60e-05,-4.00e-02
-1.20e-05,-4.00e-02
-7.99e-06,0.00e+00
-4.00e-06,2.00e-02
2.83e-11,4.00e-02
4.00e-06,6.00e-02
7.99e-06,1.00e-01
1.20e-05,1.00e-01
1.60e-05,1.00e-01
2.00e-05,1.40e-01
2.40e-05,1.60e-01
2.80e-05,2.00e-01
3.20e-05,2.60e-01
3.60e-05,2.60e-01
4.00e-05,2.80e-01
4.40e-05,3.00e-01
4.80e-05,3.40e-01
5.20e-05,3.60e-01
5.60e-05,3.80e-01
6.00e-05,3.80e-01
6.40e-05,4.20e-01
6.80e-05,4.40e-01
7.20e-05,4.80e-01
7.60e-05,5.00e-01
8.00e-05,4.80e-01
8.40e-05,5.20e-01
8.80e-05,5.40e-01
9.20e-05,6.00e-01
9.60e-05,5.80e-01
1.00e-04,6.20e-01
1.04e-04,6.40e-01
1.08e-04,6.60e-01
1.12e-04,6.80e-01
1.16e-04,7.00e-01
1.20e-04,7.40e-01
1.24e-04,7.00e-01
1.28e-04,7.20e-01
1.32e-04,7.60e-01
1.36e-04,7.80e-01
1.40e-04,7.80e-01
1.44e-04,7.40e-01
1.48e-04,8.20e-01
1.52e-04,8.40e-01
1.56e-04,8.60e-01
1.60e-04,8.60e-01
1.64e-04,8.60e-01
1.68e-04,8.80e-01
1.72e-04,8.80e-01
1.76e-04,8.80e-01
1.80e-04,9.20e-01
1.84e-04,9.00e-01
1.88e-04,9.60e-01
1.92e-04,9.60e-01
1.96e-04,9.20e-01
2.00e-04,9.40e-01
2.04e-04,9.60e-01
2.08e-04,1.00e+00
2.12e-04,9.60e-01
2.16e-04,9.60e-01
2.20e-04,9.80e-01
2.24e-04,9.60e-01
2.28e-04,1.00e+00
2.32e-04,9.80e-01
2.36e-04,1.00e+00
2.40e-04,1.02e+00
2.44e-04,9.80e-01
2.48e-04,9.20e-01
2.52e-04,9.80e-01
2.56e-04,9.60e-01
2.60e-04,9.60e-01
2.64e-04,9.60e-01
2.68e-04,9.40e-01
2.72e-04,9.60e-01
2.76e-04,1.00e+00
2.80e-04,9.60e-01
2.84e-04,9.60e-01
2.88e-04,9.60e-01
2.92e-04,9.80e-01
2.96e-04,9.60e-01
3.00e-04,9.40e-01
3.04e-04,9.00e-01
3.08e-04,9.20e-01
3.12e-04,9.00e-01
3.16e-04,8.60e-01
3.20e-04,9.00e-01
3.24e-04,8.20e-01
3.28e-04,8.20e-01
3.32e-04,8.20e-01
3.36e-04,8.60e-01
3.40e-04,8.00e-01
3.44e-04,8.20e-01
3.48e-04,8.00e-01
3.52e-04,7.60e-01
3.56e-04,7.40e-01
3.60e-04,7.00e-01
3.64e-04,7.20e-01
3.68e-04,7.00e-01
3.72e-04,6.60e-01
3.76e-04,6.60e-01
3.80e-04,6.40e-01
3.84e-04,6.40e-01
3.88e-04,6.20e-01
3.92e-04,5.80e-01
3.96e-04,6.00e-01
4.00e-04,5.40e-01
4.04e-04,5.20e-01
4.08e-04,4.60e-01
4.12e-04,4.80e-01
4.16e-04,4.40e-01
4.20e-04,4.40e-01
4.24e-04,4.00e-01
4.28e-04,4.00e-01
4.32e-04,3.60e-01
4.36e-04,3.60e-01
4.40e-04,3.20e-01
4.44e-04,3.00e-01
4.48e-04,2.80e-01
4.52e-04,2.60e-01
4.56e-04,2.40e-01
4.60e-04,2.20e-01
4.64e-04,1.60e-01
4.68e-04,1.60e-01
4.72e-04,1.00e-01
4.76e-04,1.20e-01
4.80e-04,1.00e-01
4.84e-04,4.00e-02
4.88e-04,4.00e-02
4.92e-04,-2.00e-02
4.96e-04,2.00e-02
5.00e-04,-4.00e-02
5.04e-04,-6.00e-02
5.08e-04,-1.00e-01
5.12e-04,-1.40e-01
5.16e-04,-1.40e-01
5.20e-04,-1.80e-01
5.24e-04,-1.80e-01
5.28e-04,-2.20e-01
5.32e-04,-2.20e-01
5.36e-04,-2.60e-01
5.40e-04,-2.80e-01
5.44e-04,-3.20e-01
5.48e-04,-3.20e-01
5.52e-04,-3.40e-01
5.56e-04,-4.00e-01
5.60e-04,-4.20e-01
5.64e-04,-4.20e-01
5.68e-04,-4.60e-01
5.72e-04,-4.80e-01
5.76e-04,-4.80e-01
5.80e-04,-5.20e-01
5.84e-04,-5.60e-01
5.88e-04,-5.20e-01
5.92e-04,-5.80e-01
5.96e-04,-6.00e-01
6.00e-04,-6.20e-01
6.04e-04,-6.40e-01
6.08e-04,-7.00e-01
6.12e-04,-7.00e-01
6.16e-04,-7.20e-01
6.20e-04,-7.20e-01
6.24e-04,-7.40e-01
6.28e-04,-7.40e-01
6.32e-04,-7.60e-01
6.36e-04,-8.20e-01
6.40e-04,-7.80e-01
6.44e-04,-8.20e-01
6.48e-04,-7.80e-01
6.52e-04,-8.00e-01
6.56e-04,-8.40e-01
6.60e-04,-8.20e-01
6.64e-04,-9.00e-01
6.68e-04,-8.60e-01
6.72e-04,-9.40e-01
6.76e-04,-9.20e-01
6.80e-04,-9.00e-01
6.84e-04,-9.40e-01
6.88e-04,-9.20e-01
6.92e-04,-9.20e-01
6.96e-04,-9.40e-01
7.00e-04,-9.80e-01
7.04e-04,-9.80e-01
7.08e-04,-9.60e-01
7.12e-04,-9.80e-01
7.16e-04,-9.80e-01
7.20e-04,-9.80e-01
7.24e-04,-9.80e-01
7.28e-04,-1.00e+00
7.32e-04,-1.02e+00
7.36e-04,-9.60e-01
7.40e-04,-1.02e+00
7.44e-04,-9.80e-01
7.48e-04,-9.80e-01
7.52e-04,-1.00e+00
7.56e-04,-9.80e-01
7.60e-04,-9.80e-01
7.64e-04,-9.60e-01
7.68e-04,-9.80e-01
7.72e-04,-9.80e-01
7.76e-04,-9.80e-01
7.80e-04,-9.60e-01
7.84e-04,-9.80e-01
7.88e-04,-9.40e-01
7.92e-04,-9.40e-01
7.96e-04,-9.60e-01
8.00e-04,-9.40e-01
8.04e-04,-9.40e-01
8.08e-04,-9.20e-01
8.12e-04,-9.00e-01
8.16e-04,-9.00e-01
8.20e-04,-8.80e-01
8.24e-04,-8.80e-01
8.28e-04,-8.40e-01
8.32e-04,-8.40e-01
8.36e-04,-8.60e-01
8.40e-04,-8.20e-01
8.44e-04,-8.00e-01
8.48e-04,-7.60e-01
8.52e-04,-8.00e-01
8.56e-04,-7.60e-01
8.60e-04,-7.40e-01
8.64e-04,-7.00e-01
8.68e-04,-7.00e-01
8.72e-04,-6.80e-01
8.76e-04,-6.60e-01
8.80e-04,-6.40e-01
8.84e-04,-6.00e-01
8.88e-04,-6.40e-01
8.92e-04,-5.80e-01
8.96e-04,-5.80e-01
9.00e-04,-5.60e-01
9.04e-04,-5.60e-01
9.08e-04,-5.20e-01
9.12e-04,-4.80e-01
9.16e-04,-4.60e-01
9.20e-04,-4.40e-01
9.24e-04,-4.60e-01
9.28e-04,-3.80e-01
9.32e-04,-4.00e-01
9.36e-04,-3.40e-01
9.40e-04,-3.20e-01
9.44e-04,-3.00e-01
9.48e-04,-3.00e-01
9.52e-04,-2.40e-01
9.56e-04,-2.20e-01
9.60e-04,-2.00e-01
9.64e-04,-1.80e-01
9.68e-04,-1.60e-01
9.72e-04,-1.60e-01
9.76e-04,-1.00e-01
9.80e-04,-7.99e-02
9.84e-04,-6.00e-02
9.88e-04,-2.00e-02
9.92e-04,0.00e+00
9.96e-04,0.00e+00
1.00e-03,4.00e-02
1.00e-03,6.00e-02
1.01e-03,1.00e-01
1.01e-03,1.00e-01
1.02e-03,1.20e-01
1.02e-03,1.60e-01
1.02e-03,1.80e-01
1.03e-03,2.40e-01
1.03e-03,2.60e-01
1.04e-03,2.80e-01
1.04e-03,3.00e-01
1.04e-03,3.00e-01
1.05e-03,3.20e-01
1.05e-03,3.60e-01
1.06e-03,3.80e-01
1.06e-03,4.40e-01
1.06e-03,4.20e-01
1.07e-03,4.20e-01
1.07e-03,4.80e-01
1.08e-03,4.60e-01
1.08e-03,4.80e-01
1.08e-03,5.40e-01
1.09e-03,5.40e-01
1.09e-03,5.60e-01
1.10e-03,5.80e-01
1.10e-03,6.00e-01
1.10e-03,6.40e-01
1.11e-03,6.60e-01
1.11e-03,6.80e-01
1.12e-03,6.40e-01
1.12e-03,7.00e-01
1.12e-03,7.00e-01
1.13e-03,7.60e-01
1.13e-03,7.40e-01
1.14e-03,7.60e-01
1.14e-03,7.80e-01
1.14e-03,8.00e-01
1.15e-03,8.20e-01
1.15e-03,8.40e-01
1.16e-03,8.40e-01
1.16e-03,8.80e-01
1.16e-03,8.40e-01
1.17e-03,9.20e-01
1.17e-03,9.00e-01
1.18e-03,9.20e-01
1.18e-03,9.00e-01
1.18e-03,9.20e-01
1.19e-03,9.20e-01
1.19e-03,9.00e-01
1.20e-03,9.60e-01
1.20e-03,9.20e-01
1.20e-03,1.00e+00
1.21e-03,9.80e-01
1.21e-03,9.80e-01
1.22e-03,9.60e-01
1.22e-03,9.80e-01
1.22e-03,1.00e+00
1.23e-03,9.60e-01
1.23e-03,9.80e-01
1.24e-03,1.02e+00
1.24e-03,1.00e+00
1.24e-03,1.00e+00
1.25e-03,1.02e+00
1.25e-03,1.00e+00
1.26e-03,1.00e+00
1.26e-03,9.60e-01
1.26e-03,9.80e-01
1.27e-03,1.00e+00
1.27e-03,9.60e-01
1.28e-03,9.80e-01
1.28e-03,9.80e-01
1.28e-03,9.40e-01
1.29e-03,9.60e-01
1.29e-03,9.80e-01
1.30e-03,9.40e-01
1.30e-03,9.20e-01
1.30e-03,9.40e-01
1.31e-03,9.40e-01
1.31e-03,9.00e-01
1.32e-03,8.80e-01
1.32e-03,9.00e-01
1.32e-03,8.40e-01
1.33e-03,8.40e-01
1.33e-03,8.00e-01
1.34e-03,8.60e-01
1.34e-03,8.20e-01
1.34e-03,7.80e-01
1.35e-03,7.80e-01
1.35e-03,7.40e-01
1.36e-03,7.80e-01
1.36e-03,7.60e-01
1.36e-03,7.20e-01
1.37e-03,7.00e-01
1.37e-03,6.60e-01
1.38e-03,6.60e-01
1.38e-03,6.40e-01
1.38e-03,6.20e-01
1.39e-03,6.00e-01
1.39e-03,6.00e-01
1.40e-03,5.40e-01
1.40e-03,5.60e-01
1.40e-03,4.80e-01
1.41e-03,5.20e-01
1.41e-03,4.80e-01
1.42e-03,4.60e-01
1.42e-03,4.40e-01
1.42e-03,4.00e-01
1.43e-03,4.20e-01
1.43e-03,3.60e-01
1.44e-03,3.20e-01
1.44e-03,3.20e-01
1.44e-03,3.00e-01
1.45e-03,2.60e-01
1.45e-03,2.40e-01
1.46e-03,2.00e-01
1.46e-03,2.20e-01
1.46e-03,1.40e-01
1.47e-03,1.60e-01
1.47e-03,1.40e-01
1.48e-03,1.00e-01
1.48e-03,6.00e-02
1.48e-03,4.00e-02
1.49e-03,4.00e-02
1.49e-03,2.00e-02
1.50e-03,-2.00e-02
1.50e-03,-2.00e-02
1.50e-03,-6.00e-02
1.51e-03,-7.99e-02
1.51e-03,-1.40e-01
1.52e-03,-1.20e-01
1.52e-03,-1.80e-01
1.52e-03,-2.00e-01
1.53e-03,-2.20e-01
1.53e-03,-2.20e-01
1.54e-03,-2.60e-01
1.54e-03,-2.80e-01
1.54e-03,-3.00e-01
1.55e-03,-3.20e-01
1.55e-03,-3.60e-01
1.56e-03,-3.60e-01
1.56e-03,-4.00e-01
1.56e-03,-4.60e-01
1.57e-03,-4.60e-01
1.57e-03,-4.80e-01
1.58e-03,-4.80e-01
1.58e-03,-5.00e-01
1.58e-03,-5.40e-01
1.59e-03,-5.60e-01
1.59e-03,-6.00e-01
1.60e-03,-5.80e-01
1.60e-03,-5.80e-01
1.60e-03,-6.40e-01
1.61e-03,-6.60e-01
1.61e-03,-6.80e-01
1.62e-03,-6.80e-01
1.62e-03,-7.00e-01
1.62e-03,-7.40e-01
1.63e-03,-7.60e-01
1.63e-03,-7.80e-01
1.64e-03,-7.80e-01
1.64e-03,-8.00e-01
1.64e-03,-8.00e-01
1.65e-03,-8.00e-01
1.65e-03,-8.20e-01
1.66e-03,-8.80e-01
1.66e-03,-8.60e-01
1.66e-03,-8.60e-01
1.67e-03,-9.00e-01
1.67e-03,-9.00e-01
1.68e-03,-9.20e-01
1.68e-03,-9.00e-01
1.68e-03,-9.40e-01
1.69e-03,-9.20e-01
1.69e-03,-9.00e-01
1.70e-03,-9.60e-01
1.70e-03,-9.80e-01
1.70e-03,-1.00e+00
1.71e-03,-1.00e+00
1.71e-03,-9.60e-01
1.72e-03,-9.40e-01
1.72e-03,-9.80e-01
1.72e-03,-9.80e-01
1.73e-03,-9.80e-01
1.73e-03,-9.80e-01
1.74e-03,-9.80e-01
1.74e-03,-9.80e-01
1.74e-03,-9.80e-01
1.75e-03,-1.00e+00
1.75e-03,-9.80e-01
1.76e-03,-9.60e-01
1.76e-03,-9.60e-01
1.76e-03,-9.80e-01
1.77e-03,-1.00e+00
1.77e-03,-9.60e-01
1.78e-03,-1.00e+00
1.78e-03,-9.20e-01
1.78e-03,-9.40e-01
1.79e-03,-9.40e-01
1.79e-03,-9.20e-01
1.80e-03,-9.40e-01
1.80e-03,-9.20e-01
1.80e-03,-9.00e-01
1.81e-03,-9.20e-01
1.81e-03,-9.20e-01
1.82e-03,-9.00e-01
1.82e-03,-8.60e-01
1.82e-03,-9.00e-01
1.83e-03,-8.80e-01
1.83e-03,-8.60e-01
1.84e-03,-8.20e-01
1.84e-03,-8.20e-01
1.84e-03,-8.00e-01
1.85e-03,-7.60e-01
1.85e-03,-7.40e-01
1.86e-03,-7.40e-01
1.86e-03,-7.20e-01
1.86e-03,-7.20e-01
1.87e-03,-7.20e-01
1.87e-03,-6.80e-01
1.88e-03,-6.40e-01
1.88e-03,-6.40e-01
1.88e-03,-6.40e-01
1.89e-03,-6.00e-01
1.89e-03,-5.80e-01
1.90e-03,-5.60e-01
1.90e-03,-5.60e-01
1.90e-03,-5.40e-01
1.91e-03,-5.00e-01
1.91e-03,-4.80e-01
1.92e-03,-4.60e-01
1.92e-03,-4.20e-01
1.92e-03,-4.00e-01
1.93e-03,-3.80e-01
1.93e-03,-3.80e-01
1.94e-03,-3.40e-01
1.94e-03,-3.40e-01
1.94e-03,-2.80e-01
1.95e-03,-3.00e-01
1.95e-03,-2.40e-01
1.96e-03,-2.60e-01
1.96e-03,-2.00e-01
1.96e-03,-1.80e-01
1.97e-03,-1.60e-01
1.97e-03,-1.60e-01
1.98e-03,-1.20e-01
1.98e-03,-1.20e-01
1.98e-03,-4.00e-02
1.99e-03,-4.00e-02
1.99e-03,0.00e+00
2.00e-03,2.00e-02
2.00e-03,4.00e-02
2.00e-03,4.00e-02
2.01e-03,1.00e-01
2.01e-03,1.40e-01
2.02e-03,1.40e-01
2.02e-03,1.40e-01
2.02e-03,2.20e-01
2.03e-03,1.60e-01
2.03e-03,2.60e-01
2.04e-03,2.80e-01
2.04e-03,3.00e-01
2.04e-03,3.00e-01
2.05e-03,3.20e-01
2.05e-03,3.60e-01
2.06e-03,4.00e-01
2.06e-03,3.80e-01
2.06e-03,4.20e-01
2.07e-03,4.20e-01
2.07e-03,4.40e-01
